486.54,485.66,485.27,485.25,485.64,485.12,484.96,484.99,485.21,484.57,484.53,484.59,485.05,484.82,484.82,485.3,488.57,490.63,490.84,490.31,486.97,484.67,482.47,475.06,463.93,450.76,445,439.92,434.9,429.92,407.79,401.27,399.05,397.86,392.7,392.7,387.4,387.4,387.4,383.8,383.8,383.8,380.25,380.25,380.25,380.25,379.5,379.5,378.79,378.79
485.66,482.26,482.26,482.26,484.25,482.01,482,481.99,483.92,481.57,481.56,481.56,483.72,482.12,482.19,482.26,489.18,490.87,491.06,491.12,483.32,483.08,482.88,475.28,463.79,451.72,443.61,438.73,433.74,429.37,408.58,401.99,398.79,395.64,392.5,391.71,389.56,387.76,385.4,385.02,383.89,383.56,381.33,381.33,380.52,380.52,379.46,379.46,378.79,378.79
485.33,482.26,482.25,482.25,484.13,482,481.99,481.98,483.66,481.56,481.55,481.55,482.99,482.11,482.16,482.26,490.78,490.92,491.07,491.12,485.5,483.12,482.91,475.12,464.12,455.05,442.2,436.6,432.4,428.87,408.93,404.46,397.38,395.76,392.07,389.56,388.13,387.63,385.4,385.02,383.56,383.56,381.33,381.33,380.52,379.46,379.46,379.08,379.08,378.82
485.26,482.25,482.25,482.25,484.17,481.99,481.99,481.98,483.72,481.55,481.54,481.54,483.61,482.11,482.15,482.25,490.77,490.89,491.05,491.11,485.4,483.1,482.87,474.1,464,454.57,443.56,440.38,431.96,428.31,407.89,399.62,397.89,395.38,392.07,389.76,388.13,387.1,385.8,385.01,383.58,383.58,381.9,381.9,381.33,379.38,379.38,379.08,379.08,378.82
485.6,484.27,484.02,484.06,484.62,483.88,483.06,483.77,484.01,483.3,482.55,483.3,483.92,483.51,483.48,484.05,488.41,490.63,490.61,490.24,485.33,483.37,482.19,473.7,461.7,454.11,444.55,439.35,431.66,427.99,407.78,402.39,395.79,395.01,392.98,389.76,388.63,387.32,387.32,383.85,383.85,383.58,381.9,381.9,381.51,380.93,379.38,379.38,379.38,378.82
485.03,481.98,481.97,481.97,483.83,481.62,481.61,481.6,483.25,481.05,481.04,481.03,483.04,481.47,481.52,481.63,488.69,490.51,490.69,490.73,482.13,481.88,481.71,473.15,463.84,450.35,444.5,438.89,433.76,428.18,406.46,400.99,396.98,395.03,392.86,390.57,388.63,387.74,385.44,384.54,384.54,383.58,381.9,381.51,380.93,380.93,379.38,379.38,379.06,378.96
484.83,481.98,481.97,481.97,482.99,481.62,481.6,481.59,483.18,481.04,481.03,481.02,482.31,481.46,481.53,481.6,488.6,490.5,490.67,490.71,484.35,481.9,481.69,473.06,461.92,451.38,442.26,436.57,431.07,427.7,405.25,399.71,397.87,393.31,391.33,390.33,388.72,386.66,386.66,384.54,384.54,383.74,382.39,381.51,380.93,380.93,380.93,379.06,379.06,378.96
484.93,481.98,481.97,481.97,483.74,481.62,481.61,481.59,483.22,481.04,481.03,481.02,482.92,481.45,481.5,481.6,486.64,490.48,490.63,490.69,482.04,481.9,481.65,472.57,460.62,450.63,443.86,435.96,429.93,426.61,404.81,401.52,395.59,393.12,392.76,388.72,388.72,387.01,387.01,385.44,383.74,383.74,382.39,382.39,380.93,380.93,379.97,379.06,379.06,378.96
485.71,484.4,484.23,484.26,484.64,483.94,483.75,483.8,483.94,483.15,482.92,483.08,483.49,483.12,483.13,483.37,488.04,489.94,489.96,489.18,484.38,481.73,479.59,471.96,461.27,449.8,440.3,433.71,428.97,425.7,404.22,400.7,396.46,392.09,391.26,389.28,389.28,385.67,385.67,384.36,384.36,382.39,382.39,382.39,381.79,379.97,379.97,379.79,379.79,378.96
485.65,483.06,483.07,483.05,484.48,482.58,482.56,482.54,483.79,481.81,481.8,481.78,483.2,481.92,481.97,482.06,488.39,490.16,490.32,490.35,483.13,480.56,480.29,471.75,459.38,448.79,441.97,435.64,428.85,425.24,403.54,399.14,397.17,393.73,393.06,389.28,387.98,386.44,385.67,384.08,384.08,384.08,382.02,382.02,381.79,379.97,379.97,379.79,379.79,379.37
485.79,483.16,483.15,483.13,483.98,482.66,482.66,482.63,483.75,481.89,481.87,481.86,482.76,481.99,482.05,482.11,488.39,490.2,490.35,490.37,483.08,480.5,480.27,470.67,460.06,451.49,441.16,435.53,427.98,424.51,404.36,401.08,395.8,393.02,391.6,390.2,388.21,386.44,385.4,384.35,384.08,383.25,382.02,382.02,381.79,381.79,379.97,379.46,379.46,379.37
486.46,483.26,483.26,483.24,484.96,482.77,482.77,482.74,484.1,482,482,481.98,483.57,482.1,482.15,482.22,490.13,490.23,490.36,490.36,480.66,480.46,480.23,470.72,458.13,451.16,441.52,435.13,427.76,423.19,403.84,399.4,395.65,392.72,390.2,389.16,387.36,387.36,385.4,384.35,383.85,383.43,383.25,381.79,381.79,381.79,379.46,379.46,379.46,379.37
488.8,489.32,490.45,488.44,489.65,488.09,490.08,487.94,489.16,487.42,489.54,487.28,488.41,487.72,487.78,487.23,489.22,490.74,490.07,490.13,483.5,480.33,478.63,470.15,458.5,450.94,441.16,435.62,427.47,422.86,408.08,399.35,395.28,392.72,390.09,390.09,387.36,387.17,387.17,383.85,383.97,383.79,383.79,381.32,381.32,381.32,380.68,379.91,379.46,379.37
491.69,492.24,492.26,492.27,491.69,492.03,492.04,492.02,491.15,491.66,491.68,491.64,491.04,491.46,491.45,491.46,491.01,491.55,491.51,491.37,479.67,479.46,479.22,469.99,460.01,447.75,441.44,435.06,429.53,422.95,407.1,400.47,394.81,392.58,389.35,389.35,387.31,387.31,385.87,383.97,383.97,383.79,383.41,381.38,381.32,380.68,380.68,379.91,379.91,379.62
492.15,492.46,492.45,492.41,492.06,492.21,492.23,492.19,491.57,491.85,491.89,491.82,491.06,491.6,491.65,491.59,491.61,491.6,491.51,491.38,482.37,479.41,479.17,469.41,458.89,448.97,439.17,431.79,428.62,422.79,407.56,399.65,395.38,392.14,390.59,388.4,387,386.39,386.04,385.87,383.79,383.41,383.41,381.38,381.38,380.68,380.68,379.9,379.9,379.62
492.23,492.56,492.56,492.57,492.12,492.36,492.34,492.33,491.59,492,491.98,491.96,491.31,491.74,491.73,491.71,491.65,491.63,491.52,491.38,479.59,479.4,479.1,469.01,458.33,449.95,438.72,432.18,428.89,422.65,404.52,400.27,395.26,391.88,390.6,389.16,388.4,385.72,385.72,385.72,383.22,383.22,383.22,381.49,381.49,381.43,380.52,379.9,379.9,379.62
491.99,492.12,492.1,492.08,491.78,491.86,491.74,491.63,491.13,491.11,491.18,491.07,490.48,490.75,490.71,490.95,489.18,488.1,488.86,486.88,478.47,476.38,476,468.43,459.12,447.84,439.11,432.32,428.92,422.53,404.47,398.75,395.72,391.88,390.6,389.64,388.2,385.72,385.72,384.49,384.2,383.22,383.22,381.49,381.49,381.43,380.52,380.52,380.52,379.62
491.72,492.09,492.06,492.05,491.78,491.79,491.78,491.71,491.12,491.33,491.31,491.29,490.54,490.9,490.9,490.87,487.95,487.06,486.96,486.76,476.47,476.22,476.03,467.96,459.19,446.88,440.22,433.83,428.29,422.29,407.26,399.62,395.43,392.2,391.08,388.56,387.94,387.49,385.82,384.5,384.23,384.23,383.02,382.37,381.47,381.43,380.52,380.52,380.2,380.07
