0.0,1648745581871,84.31920623779297
1.0,1648745889102,3.6974475383758545
2.0,1648746105685,0.9349866509437561
3.0,1648746263536,0.6454129219055176
4.0,1648746421670,0.4861304759979248
5.0,1648746579705,0.42686739563941956
6.0,1648746737826,0.36118438839912415
7.0,1648746896052,0.3239865005016327
8.0,1648747054217,0.2969881594181061
9.0,1648747211767,0.28034189343452454
10.0,1648747369303,0.26639243960380554
11.0,1648747526830,0.2533949613571167
12.0,1648747684676,0.24521853029727936
13.0,1648747842384,0.24224725365638733
14.0,1648748000034,0.23856176435947418
15.0,1648748157750,0.24585874378681183
16.0,1648748315500,0.2538561224937439
17.0,1648748473132,0.2617400586605072
18.0,1648748630771,0.26528400182724
19.0,1648748788602,0.2708737552165985
