0.0,1648745581702,57.438751220703125
1.0,1648745889102,10.152657508850098
2.0,1648746105685,6.139135360717773
3.0,1648746263536,4.219435691833496
4.0,1648746421670,3.3650314807891846
5.0,1648746579705,2.721421957015991
6.0,1648746737826,2.3306801319122314
7.0,1648746896052,2.009331464767456
8.0,1648747054217,1.8413763046264648
9.0,1648747211767,1.6912671327590942
10.0,1648747369303,1.58901047706604
11.0,1648747526830,1.4887042045593262
12.0,1648747684676,1.382365107536316
13.0,1648747842384,1.3503541946411133
14.0,1648748000034,1.282379388809204
15.0,1648748157750,1.2476001977920532
16.0,1648748315500,1.248886227607727
17.0,1648748473132,1.2550947666168213
18.0,1648748630771,1.1881152391433716
19.0,1648748788602,1.1722756624221802
