id,M9_solder_measurement,M9_board_measurement,M8_solder_measurement,M8_board_measurement,M7_solder_measurement,M7_board_measurement,M9_board_measurement_sm,M9_solder_measurement_sm,M8_board_measurement_sm,M8_solder_measurement_sm,M7_board_measurement_sm,M7_solder_measurement_sm,M9_solder_simulation,M9_board_simulation,M8_solder_simulation,M8_board_simulation,M7_solder_simulation,M7_board_simulation
180,188.7777,216.2035,167.789,196.221,147.415,176.3976,215.847494549969,188.657684427168,195.981819378901,167.876554795404,175.539198816952,147.424954745,106.315934,135.015715,100.244687,127.395052,95.020166,120.351582
181,189.4251,216.1229,168.516,196.3019,148.2977,176.6403,216.174776135727,189.402333687348,196.625800884666,168.723364454361,176.664923529077,148.337920180659,106.745074,135.391257,100.653373,127.756904,95.4030009,120.693765
182,190.0724,215.8007,169.3643,196.7063,149.1406,176.5189,216.445424418288,190.117130134411,197.26413425804,169.560152788407,177.694933059561,149.255950123693,107.171828,135.762418,101.059776,128.114462,95.7837079,121.031825
183,190.8007,215.5188,170.4147,198.8492,150.1444,178.3795,216.754995959728,190.824912561772,197.877647489328,170.384972944886,178.650825550525,150.174325445559,107.596191,136.129261,101.463921,128.467793,96.1622829,121.365825
184,191.448,215.7605,171.2633,200.1023,151.028,179.9976,217.199047322122,191.548519762845,198.447168568833,171.195878071147,179.554199144088,151.088327017717,108.018164,136.491849,101.86578,128.816957,96.5387217,121.695825
185,192.1763,216.3646,172.112,199.3343,152.0327,179.9167,217.873135067546,192.310790531044,198.953525486861,171.990921314535,180.426651982368,151.993235711623,108.437733,136.850248,102.265359,129.16202,96.9130223,122.021886
186,192.9853,217.5323,172.8396,198.8492,152.917,180.6045,218.890449750321,193.10827150054,199.268048940316,172.758293390904,181.2268603749,152.895736801977,108.854916,137.20452,102.662654,129.503042,97.2851837,122.34407
187,193.7539,219.5848,173.5672,199.9811,153.7213,182.6678,220.173680946879,193.920244128838,199.401046419258,173.499583307484,181.938673546213,153.800547653522,109.269714,137.554728,103.057668,129.840085,97.6552065,122.662436
188,194.4819,221.9576,174.3353,200.5469,154.6867,183.9625,221.532633752463,194.743649444348,199.541811103726,174.23294164868,182.621449010921,154.699997272773,109.682139,137.900933,103.450402,130.17321,98.0230928,122.977042
189,195.4122,223.5652,175.1036,200.5065,155.5719,183.2748,222.777113262318,195.575428475483,199.879636173758,174.9765189989,183.334544283639,155.586414666248,110.09218,138.243197,103.840862,130.502478,98.3888444,123.287948
190,196.4232,223.8464,175.791,200.4257,156.4976,183.7603,224.022857681284,196.426887904287,200.298531774854,175.70470025063,184.073342219867,156.461895843592,110.499844,138.581578,104.229038,130.827947,98.7524665,123.59521
191,197.5959,225.6137,176.438,200.4257,157.4639,185.1361,225.434583991881,197.30393688857,200.635861007308,176.39849832059,184.792436468899,157.332526073664,110.905138,138.916136,104.614956,131.149675,99.1139636,123.898887
192,198.6066,228.7438,177.0851,200.3448,158.3904,185.2574,226.895565455878,198.195420170396,201.010946483355,177.086005829541,185.490000736036,158.196618251807,111.308068,139.246931,104.99862,131.467722,99.4733418,124.199032
193,199.2534,230.0669,177.6919,200.2235,159.1156,184.7314,228.289075335041,199.090182491831,201.543110815228,177.795315398239,186.16420872658,159.05248527336,111.708642,139.574018,105.380036,131.782145,99.8306062,124.495701
